iter	Logloss
0	0.6278193867
1	0.5671140381
2	0.5126436968
3	0.4630508147
4	0.4180287083
5	0.3783491637
6	0.3408490031
7	0.3076346484
8	0.2788931288
9	0.2535803814
10	0.2297885868
11	0.2088299886
12	0.1913864832
13	0.1748193066
14	0.1593672592
15	0.1459846197
16	0.1337939316
17	0.1232253342
18	0.1142063332
19	0.1052378693
20	0.0972060475
21	0.09014578247
22	0.08374206134
23	0.07801337857
24	0.07257485633
25	0.06771081938
26	0.0634338171
27	0.05953998183
28	0.05599507123
29	0.05279374044
30	0.04986169513
31	0.04723879147
32	0.04485592521
33	0.04261767615
34	0.04061045405
35	0.03860280133
36	0.03687660862
37	0.03519667865
38	0.03354663364
39	0.03227441653
40	0.03099665211
41	0.02985791151
42	0.02881598378
43	0.02776617518
44	0.02676304133
45	0.02591671293
46	0.02510865839
47	0.02434275082
48	0.02366652596
49	0.02305411964
50	0.02253909508
51	0.02192599111
52	0.0214757036
53	0.02096474486
54	0.02054969903
55	0.02016611804
56	0.01974355168
57	0.01934218682
58	0.01899417469
59	0.018664477
60	0.01831226461
61	0.0180483271
62	0.01778275678
63	0.01754961576
64	0.01730394563
65	0.01703807803
66	0.01679182624
67	0.01653251689
68	0.01633951318
69	0.01612650107
70	0.01596514549
71	0.01581890515
72	0.01566840236
73	0.01552658907
74	0.01534423314
75	0.0151668926
76	0.01503154832
77	0.01493177922
78	0.01481684457
79	0.01470035804
80	0.01458592141
81	0.01448677026
82	0.01438953746
83	0.01428991053
84	0.01420156622
85	0.0140962467
86	0.01398629035
87	0.01389943588
88	0.01382420663
89	0.01375211676
90	0.01366224898
91	0.01356202594
92	0.01348599735
93	0.01341677603
94	0.01335026847
95	0.01329630263
96	0.01323300414
97	0.01318409952
98	0.01312988056
99	0.01308862583
100	0.01302838642
101	0.01296865852
102	0.0129151785
103	0.01284120436
104	0.01279322893
105	0.01272822187
106	0.01267843246
107	0.0126326131
108	0.01259947558
109	0.01255800907
110	0.01249717889
111	0.01246488891
112	0.01243304017
113	0.01237527434
114	0.01232674467
115	0.0122761573
116	0.01222534535
117	0.01218081432
118	0.01215770662
119	0.01209924487
120	0.01205759953
121	0.01201389156
122	0.01197211858
123	0.01193189682
124	0.01189341306
125	0.01186143897
126	0.01181565629
127	0.0117775353
128	0.01172538642
129	0.01169552343
130	0.01165891206
131	0.01161214733
132	0.01157545517
133	0.01154358896
134	0.01150327097
135	0.01145272842
136	0.01142410383
137	0.01141947183
138	0.01136100448
139	0.01133665199
140	0.01130130911
141	0.01127010117
142	0.01124470915
143	0.01121186361
144	0.01118566803
145	0.01116165551
146	0.01113130384
147	0.01109555216
148	0.01108188732
149	0.01105217267
150	0.01103362339
151	0.01101515764
152	0.01098475032
153	0.01095597908
154	0.01091526648
155	0.01087057884
156	0.01082263673
157	0.01079132835
158	0.01075721624
159	0.01073695745
160	0.01070658071
161	0.01068685226
162	0.01064855849
163	0.01063568955
164	0.01061668954
165	0.0106004746
166	0.01058835654
167	0.01055992209
168	0.0105422061
169	0.0105200954
170	0.01048265097
171	0.01044043814
172	0.01041648033
173	0.01038722623
174	0.01034237492
175	0.01032177435
176	0.01028549569
177	0.01026215856
178	0.01024261216
179	0.01022073293
180	0.01020226522
181	0.01017683377
182	0.01015966817
183	0.01014127941
184	0.01011643619
185	0.01007755079
186	0.01003298691
187	0.009987730684
188	0.009960062261
189	0.009935934289
190	0.009905558359
191	0.009886079582
192	0.009865742544
193	0.009846033651
194	0.009816161701
195	0.009776910823
196	0.009749207462
197	0.009739757115
198	0.009708209741
199	0.009667348252
200	0.009642763905
201	0.00962492964
202	0.009595368128
203	0.009581908477
204	0.009561941461
205	0.00953416516
206	0.009494641897
207	0.009459563797
208	0.009447954921
209	0.009400317343
210	0.009368889232
211	0.009355799943
212	0.009335474645
213	0.009317072129
214	0.00929934795
215	0.009282218927
216	0.009275847028
217	0.009262676122
218	0.00924508793
219	0.009223148766
220	0.009199015481
221	0.009183995761
222	0.009167901906
223	0.009146501955
224	0.009121210139
225	0.009102793045
226	0.009083937254
227	0.009069440164
228	0.009048817622
229	0.009005578636
230	0.00899158022
231	0.008980190348
232	0.008953020397
233	0.008932205918
234	0.008904529061
235	0.00889450367
236	0.008876726209
237	0.008858410796
238	0.008831806435
239	0.008815543111
240	0.008788740945
241	0.00877603507
242	0.008730421947
243	0.00870958236
244	0.008690029208
245	0.008680156182
246	0.008664132789
247	0.008648665608
248	0.008624402204
249	0.008603929178
250	0.00858551823
251	0.008569004614
252	0.008552285749
253	0.008531340755
254	0.008504153864
255	0.008486760724
256	0.008478889535
257	0.008460964798
258	0.008448844005
259	0.008433516395
260	0.008419028312
261	0.008409505012
262	0.008379901933
263	0.008363453444
264	0.008347148377
265	0.0083272916
266	0.008316862623
267	0.008309157306
268	0.008285817166
269	0.008242784669
270	0.008222698706
271	0.008213750267
272	0.008174968854
273	0.008147828773
274	0.008126475433
275	0.008106428945
276	0.008099243372
277	0.008080483804
278	0.008062298536
279	0.00804482709
280	0.008023772202
281	0.007996752602
282	0.007981831529
283	0.007961547843
284	0.007946489192
285	0.007933111086
286	0.007889318856
287	0.00787442928
288	0.007848534527
289	0.007823690824
290	0.007811627846
291	0.007800514868
292	0.007794180133
293	0.007768886338
294	0.007753641397
295	0.007740865455
296	0.007731859638
297	0.007717443452
298	0.007703162556
299	0.007696775728
300	0.007679574308
301	0.007667161678
302	0.007645862291
303	0.007636010313
304	0.007625624082
305	0.007613305362
306	0.007594085355
307	0.007580035689
308	0.007562047497
309	0.007546742727
310	0.007534441458
311	0.007514862927
312	0.007489009033
313	0.007470989671
314	0.007455221576
315	0.007441253449
316	0.007418424997
317	0.00740879142
318	0.007401820518
319	0.007388012056
